,currentLocation,participantId,currentMode
457,POINT (-601.5124463220997 6287.129955138983),457,AtHome
458,POINT (-3310.1726540969053 7806.632835618296),458,AtHome
459,POINT (-1442.7043528192528 2478.479664916662),459,AtHome
460,POINT (-2343.3790704532676 5016.320865395965),460,AtHome
461,POINT (-2371.4295865609197 5014.806149310582),461,AtHome
462,POINT (-1706.231669342228 3788.3613135406085),462,AtHome
463,POINT (-1313.184260467868 3296.323323780418),463,AtHome
464,POINT (-1967.1149997734103 4806.034424227536),464,AtHome
465,POINT (-1985.3386161875228 4812.5315571684605),465,AtHome
466,POINT (-1838.89277414828 6219.876127156256),466,AtHome
467,POINT (-1225.0703854340638 3499.7348054553504),467,AtHome
468,POINT (-1191.055695601558 2563.5297893081547),468,AtHome
469,POINT (-1365.3963317673674 2609.930612964088),469,AtHome
470,POINT (-2478.734167487001 4557.8822574757005),470,AtHome
471,POINT (-2481.8591253950317 4545.831144028913),471,AtHome
472,POINT (-1527.5662095734574 3867.6965435034745),472,AtHome
473,POINT (-1212.8402112553742 3294.820076441664),473,AtHome
474,POINT (-2499.7979338284144 4563.012330981178),474,AtHome
475,POINT (-1818.7214465805187 6222.698415404001),475,AtHome
476,POINT (-2439.937782920169 6217.612796442553),476,AtHome
477,POINT (-1300.4389151910277 2665.7464423448714),477,AtHome
478,POINT (-1310.861852736133 2692.6034016285234),478,AtHome
479,POINT (-1737.924812329188 3688.8359198536705),479,AtHome
480,POINT (-2407.044546962462 6202.412382551722),480,AtHome
481,POINT (-2468.148390759473 2592.982162798257),481,AtHome
482,POINT (-1854.0397394533752 6231.1861118124725),482,AtHome
483,POINT (-612.7630489446208 6233.28188482025),483,AtHome
484,POINT (-1484.1905801153478 3873.7595190601205),484,AtHome
485,POINT (-2475.574738616793 6768.212324053232),485,AtHome
486,POINT (-2619.9753500924985 6214.1580056298635),486,AtHome
487,POINT (-1433.577707300243 2587.8384148863092),487,AtHome
488,POINT (-1784.4648748247973 3740.397263143781),488,AtHome
489,POINT (-2637.5836078432044 6731.134035926762),489,AtHome
490,POINT (-505.3215885666847 6049.459155315078),490,AtHome
491,POINT (-2000.317889360325 4556.13330885273),491,AtHome
492,POINT (-2203.7950030510256 2828.724346546757),492,AtHome
493,POINT (-2239.735783861457 2828.872872906556),493,AtHome
494,POINT (-1992.775625958413 4560.707213038688),494,AtHome
495,POINT (-1295.1945501483049 3505.153319629454),495,AtHome
496,POINT (-1994.1685995005278 4557.090037026891),496,AtHome
497,POINT (-834.2850744146468 5532.026673965752),497,AtHome
498,POINT (-2247.3226860471964 2770.9388409815024),498,AtHome
499,POINT (-4573.219385707392 7166.01434300447),499,AtHome
500,POINT (-96.88218281710921 3495.6462568131997),500,AtHome
501,POINT (-1740.815735538838 3663.8274819687804),501,AtHome
502,POINT (-2535.2347087679136 3044.1725823116017),502,AtHome
503,POINT (-1608.4467532686513 3792.329605710588),503,AtHome
504,POINT (-4441.123700435095 7062.412570344279),504,AtHome
505,POINT (-1348.869767586235 5979.254576762876),505,AtHome
506,POINT (-2638.0240332388503 6888.773195452822),506,AtHome
507,POINT (-4357.849771294017 7214.08067138873),507,AtHome
508,POINT (-1105.6539039822856 3719.078682907225),508,AtHome
509,POINT (-3385.875398890221 5924.15973572915),509,AtHome
510,POINT (-623.1947474813447 3715.929829825936),510,AtHome
511,POINT (-4522.657091775664 5064.876854695869),511,AtHome
512,POINT (-1399.156707012634 4684.288875338637),512,AtHome
513,POINT (-4230.049175257697 5080.401906209619),513,AtHome
514,POINT (-1032.5715012678202 5928.329482451968),514,AtHome
515,POINT (-1815.5755080958847 6209.144371499226),515,AtHome
516,POINT (-2436.162881473775 6231.019216148948),516,AtHome
517,POINT (-2509.797818991931 6818.162369026183),517,AtHome
518,POINT (-2527.783995047869 6787.308598826727),518,AtHome
519,POINT (-2978.836093696055 6116.321088330168),519,AtHome
520,POINT (-4269.247756972058 5060.722786459932),520,AtHome
521,POINT (-1743.4527562736891 6280.741119659493),521,AtHome
522,POINT (-3245.5300718420303 7821.789455282468),522,AtHome
523,POINT (-668.7524318215658 5846.298897000955),523,AtHome
524,POINT (-4558.402779521822 5061.016193730946),524,AtHome
525,POINT (-4586.564778851952 4973.168822623007),525,AtHome
526,POINT (-2371.9209343639263 5891.861782109639),526,AtHome
527,POINT (-2986.870311860929 5982.1996176609155),527,AtHome
528,POINT (-4429.26166639244 4622.037001709063),528,AtHome
529,POINT (-2630.783016001132 6800.934447707431),529,AtHome
530,POINT (-506.5525631515028 6194.309717698389),530,AtHome
531,POINT (-4434.445745918704 4633.913400866676),531,AtHome
532,POINT (-3269.7412667590606 7770.115678891909),532,AtHome
533,POINT (-1658.825639724064 6184.085888451759),533,AtHome
534,POINT (-4083.819513614072 6495.298877014566),534,AtHome
535,POINT (-1636.010670564606 6188.969646246565),535,AtHome
536,POINT (-4146.8642688663695 7353.2836728142065),536,AtHome
537,POINT (-2283.941234392405 4933.928973330876),537,AtHome
538,POINT (-1613.7332956087453 6184.3620065370405),538,AtHome
539,POINT (-2101.031462304983 5798.306918072116),539,AtHome
540,POINT (-307.2958619307406 3604.4378614096395),540,AtHome
541,POINT (-665.8450793257592 5847.898029995306),541,AtHome
542,POINT (-4149.69504894554 7317.352813573793),542,AtHome
543,POINT (-475.8177254300129 5261.416899715568),543,AtHome
544,POINT (-1731.4367799555325 6091.444606814137),544,AtHome
545,POINT (-530.0358198183401 5193.878826953968),545,AtHome
546,POINT (-4233.524480421785 5367.960831846991),546,AtHome
547,POINT (-4136.416495700393 5281.823377293267),547,AtHome
548,POINT (-4585.756029931874 7148.008826345725),548,AtHome
549,POINT (-4580.76151036574 7147.815350510802),549,AtHome
550,POINT (21.669890256648806 3464.6893415476097),550,AtHome
551,POINT (37.16776273943869 3469.2412770690626),551,AtHome
552,POINT (-4594.189827172081 7162.874955028137),552,AtHome
553,POINT (-488.1080064177222 5926.907140672788),553,AtHome
554,POINT (-46.656919104017646 5327.906567472792),554,AtHome
555,POINT (28.13548089109984 5245.9527278661),555,AtHome
556,POINT (-497.9142581915998 5932.846782489951),556,AtHome
557,POINT (-1640.7766965971773 6100.027961564686),557,AtHome
558,POINT (-2385.4385189250543 5868.6965961385),558,AtHome
559,POINT (-77.41408175849402 3492.9670760851336),559,AtHome
560,POINT (-4245.956547016307 7318.020226954494),560,AtHome
561,POINT (-4244.861152826142 7230.152931939434),561,AtHome
562,POINT (-4584.755652123426 7255.346347655441),562,AtHome
563,POINT (-140.13417662899712 3594.783028779292),563,AtHome
564,POINT (-1744.0654673447502 3678.495623964854),564,AtHome
565,POINT (-3398.276295603299 6019.858355053496),565,AtHome
566,POINT (-1646.861087081713 6096.975497646737),566,AtHome
567,POINT (-498.97812687498964 5921.634540113668),567,AtHome
568,POINT (46.208809879022134 3460.247555238258),568,AtHome
569,POINT (-1639.987168469182 6100.600084036814),569,AtHome
570,POINT (-495.32235550925844 5630.923968123473),570,AtHome
571,POINT (-509.2234418219893 5752.367188077313),571,AtHome
572,POINT (-3178.5513425595723 5824.714266838579),572,AtHome
573,POINT (-2116.8621818692386 3664.7729068461044),573,AtHome
574,POINT (-2510.049954412207 6779.656082938719),574,AtHome
575,POINT (-23.665466176792744 4413.051833654614),575,AtHome
576,POINT (-583.8815119472166 6380.0419377590715),576,AtHome
577,POINT (-3171.6367973194874 5824.906979870254),577,AtHome
578,POINT (-4223.478618255394 5501.047318320002),578,AtHome
579,POINT (-1608.45605877468 4914.969006718104),579,AtHome
580,POINT (-3409.1418665848596 5927.283838639176),580,AtHome
581,POINT (-489.0138575823819 5657.990232815081),581,AtHome
582,POINT (-100.02353737703987 3576.9071575143835),582,AtHome
583,POINT (-366.862485902673 5278.582692455595),583,AtHome
584,POINT (-4427.173188686196 4709.640992518525),584,AtHome
585,POINT (-4114.371315827638 5745.267085235094),585,AtHome
586,POINT (-4124.438691699915 5663.721962555144),586,AtHome
587,POINT (-390.92700288420605 5285.610542852541),587,AtHome
588,POINT (-362.6428064948931 5254.189631258296),588,AtHome
589,POINT (-1536.1066519273945 5610.237234742129),589,AtHome
590,POINT (-1859.0686663501835 5779.598661124439),590,AtHome
591,POINT (-4336.655269771313 6593.426522625953),591,AtHome
592,POINT (-4142.12632014002 5675.5864106061545),592,AtHome
593,POINT (-4128.045645961621 5674.338983626227),593,AtHome
594,POINT (-4124.192423540323 5649.194283054822),594,AtHome
595,POINT (-2398.6430407981034 5864.346521511627),595,AtHome
596,POINT (-3012.122613602897 6124.890104393832),596,AtHome
597,POINT (-1977.2139161653663 5787.6889677984045),597,AtHome
598,POINT (-1598.3974946394105 3634.58685860962),598,AtHome
599,POINT (-644.949398754268 5864.969009827369),599,AtHome
600,POINT (-2866.21544177197 6614.269570934608),600,AtHome
601,POINT (-1826.9485604325616 5804.561777536771),601,AtHome
602,POINT (-1817.0844817029356 6221.727021204116),602,AtHome
603,POINT (-2159.204573599384 5856.260366705141),603,AtHome
604,POINT (-121.7396421335003 3410.3845027847797),604,AtHome
605,POINT (-1658.8521050369468 5622.009329435063),605,AtHome
606,POINT (-1747.1848158780342 5761.221898211123),606,AtHome
607,POINT (-2607.0883227964246 6589.128747130136),607,AtHome
608,POINT (-2615.5388134891696 6623.487201562238),608,AtHome
609,POINT (-1609.8151428460656 3661.483687587483),609,AtHome
610,POINT (-167.92909522426285 5267.910967169662),610,AtHome
611,POINT (-2103.4410354617266 5808.314597887445),611,AtHome
612,POINT (-1625.3699500482817 3623.739971111275),612,AtHome
613,POINT (-207.27324548811586 5214.163921048348),613,AtHome
614,POINT (-1406.7676836208832 2518.944736137566),614,AtHome
615,POINT (362.74012449221857 5039.261611489124),615,AtHome
616,POINT (-4624.193055070082 4701.081892642431),616,AtHome
617,POINT (-1655.9701994015838 6197.7203040193135),617,AtHome
618,POINT (-3543.1738793540267 7170.791833510142),618,AtHome
619,POINT (-3570.9679069221897 7170.979313997589),619,AtHome
620,POINT (-9.229718009304452 3464.432334868954),620,AtHome
621,POINT (-1321.9107595333644 5827.720807987865),621,AtHome
622,POINT (-75.47564359778953 4874.024431546593),622,AtHome
623,POINT (-3936.1876158302457 7271.129637843973),623,AtHome
624,POINT (-624.275649276885 4074.5960623245123),624,AtHome
625,POINT (-3860.982432547328 7224.808504582566),625,AtHome
626,POINT (-251.05158877216834 4432.092074326923),626,AtHome
627,POINT (-3869.350021545542 7289.065755122173),627,AtHome
628,POINT (-3597.774013082279 5913.149885071613),628,AtHome
629,POINT (-2629.6666536478024 6291.520901708724),629,AtHome
630,POINT (-162.52876505399442 5274.356859163546),630,AtHome
631,POINT (-3871.5950229040745 7253.252048915076),631,AtHome
632,POINT (-3922.3192055363775 7273.23458390468),632,AtHome
633,POINT (-2075.731181053991 3651.4496457657992),633,AtHome
634,POINT (-2395.0055165241056 6227.822284389149),634,AtHome
635,POINT (-703.0965569865255 6326.251441767978),635,AtHome
636,POINT (-2278.2062561994644 3050.7139245482304),636,AtHome
637,POINT (-718.0913986877977 6350.069650231923),637,AtHome
638,POINT (461.88922506853726 2227.657308829264),638,AtHome
639,POINT (-1636.8723427067264 6079.251145856186),639,AtHome
640,POINT (-2642.0696902689556 6298.803554742985),640,AtHome
641,POINT (-410.22833483815924 4140.976206221658),641,AtHome
642,POINT (117.97788957121428 499.5218858411952),642,AtHome
643,POINT (-1792.1128573348808 5852.876804237393),643,AtHome
644,POINT (109.56866048526177 498.9941002913007),644,AtHome
645,POINT (489.19366279893705 2274.4476149298566),645,AtHome
646,POINT (-3355.2874081961263 5228.710052429309),646,AtHome
647,POINT (-593.0420150338041 6074.3760884617195),647,AtHome
648,POINT (-1544.402652799368 5597.814717266389),648,AtHome
649,POINT (-4603.5541335377675 7615.90258476738),649,AtHome
650,POINT (-3137.923070537894 6295.521953440466),650,AtHome
651,POINT (-1624.3900041035336 1044.057038017657),651,AtHome
652,POINT (-2165.2222048762196 4800.267171794048),652,AtHome
653,POINT (-1409.3290080520196 4662.189297858006),653,AtHome
654,POINT (258.49267537955234 4799.8575256145605),654,AtHome
655,POINT (-3345.773357456328 5581.479157341096),655,AtHome
656,POINT (-1628.0823810173774 988.5295495794128),656,AtHome
657,POINT (-2383.533511193669 5891.225256461442),657,AtHome
658,POINT (-76.74115770688036 3742.995758183502),658,AtHome
659,POINT (-100.81570932262191 3799.2594196304344),659,AtHome
660,POINT (-573.673158247096 6375.153936726497),660,AtHome
661,POINT (-1989.2355591009136 3092.742878158136),661,AtHome
662,POINT (-4574.588058437561 7362.077057098975),662,AtHome
663,POINT (-1645.6597715712758 6177.79886142168),663,AtHome
664,POINT (-4591.633207720222 7521.247043630944),664,AtHome
665,POINT (-4411.485074700296 4851.5306770239795),665,AtHome
666,POINT (-1360.6783257380766 2559.16323147236),666,AtHome
667,POINT (-1289.1504103862505 2570.634755374985),667,AtHome
668,POINT (-3374.169175637565 4805.133208104064),668,AtHome
669,POINT (-1349.3596776839165 2567.781419621334),669,AtHome
670,POINT (-633.7212049725229 5178.534725064901),670,AtHome
671,POINT (-3602.0731182374357 7364.194846632647),671,AtHome
672,POINT (-1678.5790710508977 6160.480937024593),672,AtHome
673,POINT (-4563.112709301848 7141.287483966912),673,AtHome
674,POINT (-560.1527404518916 5243.697585329711),674,AtHome
675,POINT (27.248757157050008 5343.758699412592),675,AtHome
676,POINT (-4568.471573676515 7124.321407603188),676,AtHome
677,POINT (-4595.432949602926 7155.395160505548),677,AtHome
678,POINT (-3661.7175644164367 5647.7803038575175),678,AtHome
679,POINT (-3057.686446855868 6040.677179188843),679,AtHome
680,POINT (-4576.842600777946 7235.9920524275),680,AtHome
681,POINT (-631.1264069717149 5183.043067045653),681,AtHome
682,POINT (-633.2420264016363 5244.171003127429),682,AtHome
683,POINT (-4579.353296529987 7249.023730160305),683,AtHome
684,POINT (25.14705315156719 5226.253681137051),684,AtHome
685,POINT (11.640180370107526 5229.4637979914505),685,AtHome
686,POINT (-610.6958843652574 6040.428164981048),686,AtHome
687,POINT (-2987.881704085313 6388.854571949256),687,AtHome
688,POINT (-378.51736739121276 5271.07121092306),688,AtHome
689,POINT (-382.27844858526595 5252.606013598034),689,AtHome
690,POINT (-3399.3229117910487 4826.167793855674),690,AtHome
691,POINT (-3381.8055038520106 4815.506122050947),691,AtHome
692,POINT (354.72148868970515 5036.215574161836),692,AtHome
693,POINT (358.35270133922876 5055.26014712158),693,AtHome
694,POINT (-2641.539207886509 6610.1876841872845),694,AtHome
695,POINT (-2649.3445007286064 6609.726396120516),695,AtHome
696,POINT (-219.1671197003837 5239.299403712798),696,AtHome
697,POINT (-1302.8187905920922 5839.658254063805),697,AtHome
698,POINT (-2602.9421497482713 6588.683436306359),698,AtHome
699,POINT (-2609.8899384101264 6585.511459693846),699,AtHome
700,POINT (-2961.56041080373 6394.686070888651),700,AtHome
701,POINT (-582.4788531048041 6063.40628905503),701,AtHome
702,POINT (-2603.385959597968 6600.858147113771),702,AtHome
703,POINT (-198.11390298298616 5328.782246565214),703,AtHome
704,POINT (-657.4287670201119 6011.140326051992),704,AtHome
705,POINT (-2297.6257622408543 4772.2808025847835),705,AtHome
706,POINT (-2113.578241717062 5794.9011230812785),706,AtHome
707,POINT (-2604.2263565865273 6579.042456461137),707,AtHome
708,POINT (-3618.5752135830785 5701.970720981041),708,AtHome
709,POINT (-3280.633214236889 7634.202670059913),709,AtHome
710,POINT (-3327.5096498895246 7637.441387708559),710,AtHome
711,POINT (-681.2596392996671 6023.524357173201),711,AtHome
712,POINT (-674.9344716300386 6019.406727515781),712,AtHome
713,POINT (-662.1165247202181 6037.240811994108),713,AtHome
714,POINT (-743.0203800853865 5534.926618201992),714,AtHome
715,POINT (-179.65235022565383 5343.118902409721),715,AtHome
716,POINT (-744.0119196297343 5533.855381228612),716,AtHome
717,POINT (-673.993358110065 6036.860938124659),717,AtHome
718,POINT (-452.7197687905406 5765.433597201812),718,AtHome
719,POINT (-3374.8893316173194 5182.102545381883),719,AtHome
720,POINT (-1215.1838672982808 3634.241016689522),720,AtHome
721,POINT (-466.27784170199845 5764.934341802078),721,AtHome
722,POINT (-1473.6876234174335 5980.677979507759),722,AtHome
723,POINT (-471.31460839871494 5770.685051006932),723,AtHome
724,POINT (-4584.690952728261 4730.935576222884),724,AtHome
725,POINT (-2129.5003473512925 5799.5356852902205),725,AtHome
726,POINT (-1773.8187005681857 5839.7078246985175),726,AtHome
727,POINT (-3327.083389750419 5565.306272482229),727,AtHome
728,POINT (-4575.351437489866 7601.6297381199865),728,AtHome
729,POINT (-2372.6337444471123 5888.552752859258),729,AtHome
730,POINT (-1111.6681871148942 3811.427686026674),730,AtHome
731,POINT (-3670.8704195274504 4800.67362049307),731,AtHome
732,POINT (-4593.885964345719 7410.589215756412),732,AtHome
733,POINT (-4584.240032205744 7465.838494323158),733,AtHome
734,POINT (-2067.5876958648605 5858.6920376175785),734,AtHome
735,POINT (-4369.085396042212 4836.885105173833),735,AtHome
736,POINT (-4442.101274676921 5127.662279902912),736,AtHome
737,POINT (-780.8774760157667 5391.740149128877),737,AtHome
738,POINT (-3672.5742798603255 4826.3623929577825),738,AtHome
739,POINT (-1553.1319253895663 6001.457482379951),739,AtHome
740,POINT (-1477.753917514858 5982.032801722768),740,AtHome
741,POINT (-776.4882516001887 5367.657544470866),741,AtHome
742,POINT (-4447.537454306273 5154.656607367594),742,AtHome
743,POINT (-4506.908302142971 5130.2781800456805),743,AtHome
744,POINT (-1540.6939232142856 5911.2043933891255),744,AtHome
745,POINT (-4493.87517195987 7603.890328314192),745,AtHome
746,POINT (-1290.6403152347996 5952.997070126488),746,AtHome
747,POINT (-4313.3996057027 7621.616990910409),747,AtHome
748,POINT (-3002.803352452276 6287.865190925958),748,AtHome
749,POINT (-2994.5135106816715 6294.727128733409),749,AtHome
750,POINT (-2984.3001923744905 6315.4332193053915),750,AtHome
751,POINT (-784.5925301254847 3710.2514636362052),751,AtHome
752,POINT (-366.55809583002826 3615.0051426516643),752,AtHome
753,POINT (-1380.8368470962089 5979.519134795733),753,AtHome
754,POINT (-2993.414801039495 6291.775052685507),754,AtHome
755,POINT (-2992.7529370465554 6043.937811718378),755,AtHome
756,POINT (-4600.098104010539 7084.096727467351),756,AtHome
757,POINT (-3196.0394402771226 7757.57190069216),757,AtHome
758,POINT (-3585.2696697579313 7310.321937701542),758,AtHome
759,POINT (-3984.8727493916085 6566.67795061826),759,AtHome
760,POINT (-4415.589720547536 4926.325913845737),760,AtHome
761,POINT (-4128.8905060003 6800.748130967522),761,AtHome
762,POINT (-4040.7493465707084 5466.22194848517),762,AtHome
763,POINT (-4329.64969008691 5070.548374610194),763,AtHome
764,POINT (952.6721102474256 2479.660661275157),764,AtHome
765,POINT (-3933.1271666772773 5667.194756375772),765,AtHome
766,POINT (-4317.371034781835 5055.166850157187),766,AtHome
767,POINT (-1926.7069969067843 797.610023697387),767,AtHome
768,POINT (-4122.379445834429 6791.816996179428),768,AtHome
769,POINT (1459.302104715404 3411.342454350615),769,AtHome
770,POINT (-4041.233248773596 6552.190399396847),770,AtHome
771,POINT (-4627.803505030236 5127.822403184233),771,AtHome
772,POINT (-4425.640030585615 4645.90369996585),772,AtHome
773,POINT (-4191.548429554687 4882.44988733869),773,AtHome
774,POINT (-3364.558910561772 6434.46587870912),774,AtHome
775,POINT (-3998.823088302957 6545.91170170113),775,AtHome
776,POINT (-1203.725149070991 3310.658116727257),776,AtHome
777,POINT (-1208.9472386322848 3942.302893575663),777,AtHome
778,POINT (-3397.0125136132033 7428.898526522469),778,AtHome
779,POINT (1554.6073197894364 3246.836464596033),779,AtHome
780,POINT (-3547.9040950189815 7159.286717013078),780,AtHome
781,POINT (-529.69546941179 1684.054642039977),781,AtHome
782,POINT (-4184.028754554261 5827.352069088189),782,AtHome
783,POINT (-4326.018345568062 7592.440514065467),783,AtHome
784,POINT (-3776.299250645544 7455.392427675707),784,AtHome
785,POINT (-3477.1099433716536 6446.837152627946),785,AtHome
786,POINT (-581.000579659035 1650.2349838242703),786,AtHome
787,POINT (199.30074072700614 890.2474796102158),787,AtHome
788,POINT (-3780.0808063569525 7461.317081750914),788,AtHome
789,POINT (-4122.802148027972 6797.956288223226),789,AtHome
790,POINT (-3891.647559435206 7446.7800038514315),790,AtHome
791,POINT (-3289.004520264399 6606.141169355152),791,AtHome
792,POINT (-4292.628457275895 6660.774586691349),792,AtHome
793,POINT (-3334.846201000356 7746.385602800074),793,AtHome
794,POINT (-3686.0847071529056 7045.6056134714845),794,AtHome
795,POINT (-4468.76529093504 4842.357854474624),795,AtHome
796,POINT (-4465.5179970195 7053.175910801328),796,AtHome
797,POINT (-1213.5049990750194 3378.128369851267),797,AtHome
798,POINT (-4530.863570531021 7424.274722411092),798,AtHome
799,POINT (-3675.235655917732 6929.73487850449),799,AtHome
800,POINT (1403.4703470621855 3484.602905910564),800,AtHome
801,POINT (-4505.818182471621 7075.035258933246),801,AtHome
802,POINT (-3913.1610174656666 7224.771191976289),802,AtHome
803,POINT (-1665.255552414537 3428.850499167445),803,AtHome
804,POINT (-3316.44490379582 7524.04349451233),804,AtHome
805,POINT (-1633.597605779784 3422.9740213323944),805,AtHome
806,POINT (-3993.5199603218102 6564.5445462477355),806,AtHome
807,POINT (418.47646668134996 2395.880043768734),807,AtHome
808,POINT (-4167.038285776105 6551.2606944885965),808,AtHome
809,POINT (-4505.273766616215 7502.373779832186),809,AtHome
810,POINT (-1016.1007702949528 1448.9309138248868),810,AtHome
811,POINT (-2253.5188863550516 2513.0897016854406),811,AtHome
812,POINT (-4514.58528855778 7557.956102926287),812,AtHome
813,POINT (-2274.4085737947257 2478.6263428309167),813,AtHome
814,POINT (-4405.876968350579 7518.324883972582),814,AtHome
815,POINT (-1610.9627691619994 2820.240368942965),815,AtHome
816,POINT (-4590.0611407337865 4732.599488932738),816,AtHome
817,POINT (-4465.978675372998 5122.693436864033),817,AtHome
818,POINT (-4004.824463086361 6564.168995770503),818,AtHome
819,POINT (-1336.5882074093379 3904.4779350882313),819,AtHome
820,POINT (-1004.2513891859523 3073.5372746080293),820,AtHome
821,POINT (1797.2337132741973 5137.778234811666),821,AtHome
822,POINT (605.0606339361797 424.15209856388833),822,AtHome
823,POINT (1760.9677030231485 5175.715272920123),823,AtHome
824,POINT (-4576.568410022565 5013.675835337439),824,AtHome
825,POINT (-4122.666739648664 6880.946766055851),825,AtHome
826,POINT (-4575.355962850468 7098.803639486686),826,AtHome
827,POINT (-3176.6381577144825 7745.982218631285),827,AtHome
828,POINT (-4210.692119453298 5548.33234202792),828,AtHome
829,POINT (1763.5225460548575 5317.804064506469),829,AtHome
830,POINT (1240.120830290805 3213.184734365052),830,AtHome
831,POINT (-4386.315041137658 5048.952990331425),831,AtHome
832,POINT (-4316.405974217419 5070.299975368032),832,AtHome
833,POINT (-536.0450117245267 4686.940131277996),833,AtHome
834,POINT (-4135.308776439956 5751.469107456164),834,AtHome
835,POINT (-3951.303099272169 5660.641175195469),835,AtHome
836,POINT (-1457.3885093196725 2674.8153128865742),836,AtHome
837,POINT (-1324.4455789026817 2194.1490996132184),837,AtHome
838,POINT (665.6143289852563 3291.6693208642923),838,AtHome
839,POINT (-4009.1135009245563 7430.231756156197),839,AtHome
840,POINT (-4584.18227926299 7063.426833077119),840,AtHome
841,POINT (-3204.8464903056683 7842.437308158231),841,AtHome
842,POINT (-4129.391502311383 7168.3154096091275),842,AtHome
843,POINT (-3609.2158542156903 5683.6461987039065),843,AtHome
844,POINT (-4569.767285060447 7091.210246676771),844,AtHome
845,POINT (-2021.2612503255148 1947.9658402270704),845,AtHome
846,POINT (-4573.863075949347 4808.255198603331),846,AtHome
847,POINT (-3665.4994343073313 7433.520512138324),847,AtHome
848,POINT (-4135.811558220808 6904.144972265494),848,AtHome
849,POINT (-4430.269408344377 7623.541660025129),849,AtHome
850,POINT (-4140.2234961215445 6885.94831581265),850,AtHome
851,POINT (-4050.4480968794396 5505.368957083411),851,AtHome
852,POINT (-1679.5047761129108 5597.565104297342),852,AtHome
853,POINT (-4215.474583220102 5752.058252352654),853,AtHome
854,POINT (330.14114434449584 787.647734479416),854,AtHome
855,POINT (-4514.046012195604 4732.002287130245),855,AtHome
856,POINT (-4192.106816543167 5818.202161286745),856,AtHome
857,POINT (-4153.509460342287 5469.427300552985),857,AtHome
858,POINT (-3849.684858947064 5274.141406414394),858,AtHome
859,POINT (-4073.2360711579854 5384.400688043793),859,AtHome
860,POINT (-4254.36203547277 7164.3313663377985),860,AtHome
861,POINT (-3872.888689535182 7154.957894485243),861,AtHome
862,POINT (-3469.7860761295665 6694.908497035321),862,AtHome
863,POINT (-4082.027384134608 5503.342090929863),863,AtHome
864,POINT (-4623.771627995435 5124.999631442174),864,AtHome
865,POINT (-1001.888808949487 3002.8258189256917),865,AtHome
866,POINT (-3767.516655337967 6835.676204998095),866,AtHome
867,POINT (-4239.279745841345 5072.514812630291),867,AtHome
868,POINT (-3658.925156039225 6934.457096146528),868,AtHome
869,POINT (-4239.719365074045 7055.2062989816795),869,AtHome
870,POINT (-3781.0711465780173 6745.343902855307),870,AtHome
871,POINT (-1220.644558831565 3062.0058122699493),871,AtHome
872,POINT (-3897.256210914802 7436.536764489208),872,AtHome
873,POINT (-1069.2315403471373 3063.548904359576),873,AtHome
874,POINT (-3882.915999876255 5409.125648465788),874,AtHome
875,POINT (-3249.345229964435 7214.831037646963),875,AtHome
876,POINT (-3888.429758442975 7446.716837412794),876,AtHome
877,POINT (-4196.480509607843 4895.394159486577),877,AtHome
878,POINT (-4586.735738478009 4825.654095360672),878,AtHome
879,POINT (-4596.915260360124 4843.512232541971),879,AtHome
880,POINT (-793.5455427814742 1338.2656878794949),880,AtHome
881,POINT (-3325.3139367657286 7597.713732215858),881,AtHome
882,POINT (2032.077021524605 5307.842344395387),882,AtHome
883,POINT (-4516.065467931924 7516.172529097514),883,AtHome
884,POINT (-4580.394387990906 4816.347830219906),884,AtHome
885,POINT (-4417.245015439658 7602.355415629922),885,AtHome
886,POINT (-3684.4843188446143 7053.009974973157),886,AtHome
887,POINT (-4247.834683966655 7149.969306704537),887,AtHome
888,POINT (-3297.127811784741 7311.377248073791),888,AtHome
889,POINT (-2.579328033867741 38.011648610051495),889,AtHome
890,POINT (-3774.8606285405017 6642.571051773959),890,AtHome
891,POINT (-3330.12743036265 7382.550402380843),891,AtHome
892,POINT (-3280.4777454621885 6634.133050493318),892,AtHome
893,POINT (-4162.596889059098 6976.507364522276),893,AtHome
894,POINT (-4111.228124587779 6982.239843024943),894,AtHome
895,POINT (-4351.305343845601 7419.828579350854),895,AtHome
896,POINT (-4295.158493064361 6647.039491631839),896,AtHome
897,POINT (-4309.593150341714 5071.57820509219),897,AtHome
898,POINT (-4325.195738039542 5005.594829601602),898,AtHome
899,POINT (-4290.910483457582 5011.0737019879425),899,AtHome
900,POINT (-3592.939147189611 6548.555511942826),900,AtHome
901,POINT (-3856.3064147702257 7044.116843257988),901,AtHome
902,POINT (-3223.7533755216027 6372.28387800008),902,AtHome
903,POINT (-1201.9808748054315 2998.612458380545),903,AtHome
904,POINT (-1619.2417336779565 5673.535381976727),904,AtHome
905,POINT (-3814.5668194489326 7170.80049873698),905,AtHome
906,POINT (-3058.3214090705414 6041.157807057922),906,AtHome
907,POINT (-3483.162156935051 6460.477312577699),907,AtHome
908,POINT (-3774.2709856509605 7171.61551912498),908,AtHome
909,POINT (-4585.221566109179 5027.64991185597),909,AtHome
910,POINT (-3776.001523423852 7147.410788344418),910,AtHome
911,POINT (-3601.96775072538 7327.752736620262),911,AtHome
912,POINT (-4074.885984570834 5087.873886877568),912,AtHome
913,POINT (-1706.5355089438558 5704.95317591239),913,AtHome
914,POINT (2233.1240881346425 4571.347828587747),914,AtHome
915,POINT (-3272.1944726072365 6622.337829257592),915,AtHome
